,Rank,Release Group,Worldwide,Domestic,%,Foreign,%,imdb_id,movieDB_id,cast name and character
54,55,Belle,"$63,172,300","$3,969,659",6.3%,"$59,202,641",93.7%,tt2404181,205601.0,"Gugu Mbatha-Raw: Dido Elizabeth Belle
Tom Wilkinson: Lord Mansfield
Sam Reid: John Davinier
Emily Watson: Lady Mansfield
Sarah Gadon: Lady Elizabeth Murray
Miranda Richardson: Lady Ashford
Penelope Wilton: Lady Mary Murray
Tom Felton: James Ashford
James Norton: Oliver Ashford
Matthew Goode: Captain Sir John Lindsay
Alex Jennings: Lord Ashford
James Northcote: Mr. Vaughn
Alan McKenna: Harry
Lauren Julien-Box: Young Dido
Andrew Woodall: Lord Mayor
Daniel Wilde: Gentleman
Natasha Williams: Poor Woman
Cara Jenkins: Young Elizabeth
"
55,56,Ron's Gone Wrong,"$60,692,022","$23,009,270",37.9%,"$37,682,752",62.1%,tt7504818,482321.0,"Zach Galifianakis: Ron (voice)
Jack Dylan Grazer: Barney (voice)
Ed Helms: Graham (voice)
Olivia Colman: Donka (voice)
Justice Smith: Marc (voice)
Rob Delaney: Andrew (voice)
Kylie Cantrall: Savannah (voice)
Ricardo Hurtado: Rich (voice)
Marcus Scribner: Alex (voice)
Thomas Barbusca: Jayden (voice)
Ruby Wax: Ms. Hartley (voice)
Ava Morse: Ava (voice)
Krupa Pattani: Sita (voice)
John Macmillan: Bubble Techs (voice)
Megan Maczko: Miss Thomas (voice)
David Menkin: Shayne The Biker / Mr. Cleaver (voice)
"
56,57,Cloudy Mountain,"$58,281,703",-,-,"$58,281,703",100%,tt15413054,862855.0,"Zhu Yilong: 洪翼舟
Huang Zhizhong: 洪赟兵
Chen Shu: 丁雅珺
Jiao Junyan: 卢小靳
Zhang Shangmingzhu: Yu Pingping
"
57,58,Avatar 2021 Re-release,"$57,700,000",-,-,"$57,700,000",100%,,,
58,59,Nezha Reborn,"$56,088,478",-,-,"$56,088,478",100%,tt13269670,663558.0,"Yang Tianxiang: Li Yunxiang (voice)
He Zhang: Masked Guy (voice)
Xuan Xiaoming: Long Wang (voice)
Li Shimeng: Dr. Su Junzhu (voice)
Keer Zhu: Kasha (voice)
Zhenhe Ling: Third Prince (voice)
Ruoban Liu: Father (voice)
Zhang Yaohan: Father (voice)
Guo Haoran: Li Yunxiang's Bother (voice)
Zengzhi Gao: Donghai Yaksa (voice)
Dashiell McGaha-Schletter: Tiger (voice)
Jonny Siew: Ao Bing (voice)
Zhang Zhe: young Nezha (voice)
"
59,60,Nobody,"$55,705,035","$27,568,035",49.5%,"$28,137,000",50.5%,tt7888964,615457.0,"Bob Odenkirk: Hutch Mansell
Connie Nielsen: Becca Mansell
Christopher Lloyd: David Mansell
Aleksey Serebryakov: Yulian Kuznetsov
RZA: Harry Mansell
Michael Ironside: Eddie Williams
Colin Salmon: The Barber
Billy MacLellan: Charlie Williams
Araya Mengesha: Pavel
Gage Munroe: Blake Mansell
Paisley Cadorath: Abby Mansell
Aleksandr Pal: Teddy Kuznetsov
Humberly Gonzalez: Lupita
Edsson Morales: Luis Martin
J.P. Manoux: Darren
Adrian McLean: Joey
Ilya Naishuller: Hitman Anatoly
Sergey Shnurov: Hitman Valentin
Joanne Rodriguez: Bus Driver Donna
Stephanie Sy: Real Estate Agent
Megan Best: Woman on Bus
Paul Essiembre: Jim
Kristen Harris: Police Officer
Destini Boldt: Club Patron
Erik Athavale: Police Interrogator
Boris Gulyarin: Mob Boss
Neven Pajkic: Big Brute
Sharon Bajer: Receptionist
Frederick Allen: Russian Mafia Member
Jim Kirby: Bus Rider (uncredited)
Daniel Bernhardt: Bus Goon
Alain Moussi: Bus Goon
Alan Wong: Doctor
Yulia Guzhva: Le chanteur de karaoké
Vladimir Levkovsky: Homme de main
Dasha Naishuller: Beta
Thomas Soares: Alan Breiseth
Stephane Jullien: Voyou dans le bus
Meaghan Ann De Werrenne-Walle: La serveuse du karaoké
Robert Heinamaki: Le culturiste
Brent Alarie: L'accueil de la boutique de tatouage
Adam Hurtig: Police
Darya Charusha: Beta
"
60,61,Upcoming,"$54,300,000",-,-,"$54,300,000",100%,tt13575838,839354.0,"Leo Wu: Zheng Yu Xing
Zhang Zifeng: Chen Chen
Hao Lei: Chen Chen's mother
Zu Feng: uncle Wang
Liu Xiaohai: Chen Chen's father
Liu Dan: class teacher
Tie Zhou: Zheng Yuxing's father
"
61,62,Man in Love,"$52,946,097",-,-,"$52,946,097",100%,tt14428606,797787.0,"Roy Chiu: Meng-Cheng Chang
Tiffany Hsu: Hao-Ting Wu
Tsai Chen-Nan: A-Cheng's Dad
Hsin-Ling Chung: Madam Tsai
Lan Wei-Hua: A-Cheng's Brother / Da-Wei
Peace Yang: A-Cheng's Sister-in-law / Shu-Lin
LULU Huang: Ya-Ya
Xiao Ying Bai: Wen
Ching-Pu Tan: Hao-Ting's Dad
Xavier Lin: Mango
Kurt Hsiao: Han-Ji
Chih-Ju Lin: Wang
Chun Hong: Drinks Delivery Man
"
62,63,Break Through the Darkness,"$52,700,000",-,-,"$52,700,000",100%,tt13655044,821699.0,"Jiang Wu: 宋一锐 / Song Yirui
Zhang Songwen: 曹志远/ Cao Zhiyuan
Jin Shijia: 孙志彪/ Sun Zhibiao
Li Qian: 林巧儿/ Lin Qiao'er
Zhao Yi: 刘立军/ Liu Lijun
You Yong: 夏主任/ Director Xia
Liu Lin: 齐妻
Dong Borui: 魏大勇/ Wei Dayong
Bai Zhidi: 曹顺华/ Cao Shunhua
Wang Liyun: 罗母
"
63,64,Escape Room: Tournament of Champions,"$51,914,753","$25,314,753",48.8%,"$26,600,000",51.2%,tt9844522,585216.0,"Taylor Russell: Zoey Davis
Logan Miller: Ben Miller
Indya Moore: Brianna Collier
Holland Roden: Rachel Ellis
Thomas Cocquerel: Nathan
Carlito Olivero: Theo
James Frain: Henry / Puzzlemaker
Isabelle Fuhrman: Claire
Deborah Ann Woll: Amanda Harper
Tanya van Graan: Sonya (uncredited)
Matt Esof: Junkie
Jamie-Lee Money: Airport Attendant
Wayne Harrison: News Reader
Lucy Newman-Williams: Therapist
Scott Coker: FBI Agent
Avianah Abrahams: Young Claire (uncredited)
Corin Silva: Ensler (uncredited)
Evan Hengst: Technician (uncredited)
Anton David Jeftha: Orrie (uncredited)
Jay Erving: (uncredited)
Jaymes Butler: Police Detective (uncredited)
Amali Golden: Brunette (uncredited)
Renee Harbek: Priscilla (uncredited)
Derek Siow: Paramedic Jarrod (uncredited)
Jay Ellis: Jason Walker (archive footage)
Tyler Labine: Mike Nolan (archive footage)
Nik Dodani: Danny Khan (archive footage)
Yorick van Wageningen: Games Master WooTan Yu (archive footage)
"
64,65,Schemes in Antiques,"$51,637,422","$36,501",<0.1%,"$51,600,921",99.9%,tt11482948,820099.0,"Lei Jiayin: 许愿
Li Xian: 药不然
Ge You: 许和平
Xin Zhilei: 黄烟烟
Wang Qingxiang: 
Yan Qin: 
Guo Tao: 
Alan Aruna: 
Lilie Matsumine: 
Yang Xinming: 
赵燕国彰: 
"
65,66,Luca,"$49,750,471",-,-,"$49,750,471",100%,tt12801262,508943.0,"Jacob Tremblay: Luca Paguro (voice)
Jack Dylan Grazer: Alberto Scorfano (voice)
Emma Berman: Giulia Marcovaldo (voice)
Saverio Raimondo: Ercole Visconti (voice)
Maya Rudolph: Daniela Paguro (voice)
Marco Barricelli: Massimo Marcovaldo (voice)
Jim Gaffigan: Lorenzo Paguro (voice)
Peter Sohn: Ciccio (voice)
Lorenzo Crisci: Guido (voice)
Marina Massironi: Signora Marsigliese (voice)
Luigi La Monica: Tomasso (Old Fisherman) (voice)
Sandy Martin: Grandma Paguro (voice)
Giacomo Gianniotti: Giacomo (Young Fisherman) (voice)
Elisa Gabrielli: Concetta Aragosta (voice)
Mimi Maynard: Pinuccia Aragosta (voice)
Sacha Baron Cohen: Uncle Ugo (voice)
Francesca Fanti: Maggiore (Cop) (voice)
Jonathan Nichols: Priest (voice)
Enrico Casarosa: Card Player / Angry Fisherman (voice)
Jim Pirri: Mr. Branzino (voice)
Arturo Sorino: Additional Voices (voice)
"
66,67,Don't Breathe 2,"$47,312,950","$32,712,950",69.1%,"$14,600,000",30.9%,tt6246322,482373.0,"Stephen Lang: The Blind Man
Brendan Sexton III: Raylan
Madelyn Grace: Phoenix
Stephanie Arcila: Hernandez
Rocci Williams: Duke
Bobby Schofield: Jared
Adam Young: Jim Bob
Fiona O'Shaughnessy: The Mother (Josephine)
Steffan Rhodri: The Surgeon
Diaana Babnicova: Billy
Christian Zagia: Raul
Ron Rogell: Market Manager
"
67,68,My Hero Academia: World Heroes' Mission,"$46,567,849","$12,271,658",26.4%,"$34,296,191",73.6%,tt13544716,768744.0,"Daiki Yamashita: Izuku Midoriya (voice)
Nobuhiko Okamoto: Katsuki Bakugo (voice)
Yuki Kaji: Shoto Todoroki (voice)
Ryo Yoshizawa: Rody Soul (voice)
Kazuya Nakai: Flect Turn (voice)
Megumi Hayashibara: Pino (voice)
Kenta Miyake: All Might (voice)
Tetsu Inada: Endeavor (voice)
Yuichi Nakamura: Hawks (voice)
Ayane Sakura: Ochako Uraraka (voice)
Marina Inoue: Momo Yaoyorozu (voice)
Ryo Hirohashi: Minoru Mineta (voice)
Aoi Yuki: Tsuyu Asui (voice)
Kei Shindo: Kyoka Jiro (voice)
Toshiki Masuda: Eijiro Kirishima (voice)
Tasuku Hatanaka: Denki Kaminari (voice)
Masakazu Nishida: Mezo Shoji (voice)
Kiyotaka Furushima: Hanta Sero (voice)
Yoshimasa Hosoya: Fumikage Tokoyami (voice)
Koji Okino: Tetsutetsu Tetsutetsu (voice)
Yuto Uemura: Tamaki Amajiki (voice)
Kiyono Yasuno: Nejire Hado (voice)
Hiroyuki Yoshino: Present Mic (voice)
Yoko Honna: Clair Voyance (voice)
Kaori Nazuka: Mt. Lady (voice)
Kaori Yagi: Ryukyu (voice)
Masamichi Kitada: Kamui Woods (voice)
Kazuyuki Okitsu: Fat Gum (voice)
Kenta Ohkuma: Cementoss (voice)
Shuhei Matsuda: Gang Orca (voice)
Misato Kawauchi: Burnin (voice)
Takumu Miyazono: Salaam (voice)
Kiyomitsu Mizuuchi: WHA Secretary (voice)
Hirofumi Nojima: Alan Kay (voice)
Mariya Ise: Beros (voice)
Junya Enoki: Serpenters (voice)
Yuuichirou Umehara: Sidero (voice)
Shogo Sakata: Leviathan (voice)
Hina Natsume: Lala Soul (voice)
Naomi Ozora: Roro Soul (voice)
Yuki Hayashi: Rogone (voice)
Arisa Sekine: Child Rody (voice)
Toshitsugu Takashina: Otheon Police Commissioner (voice)
Toshihiko Seki: Eddie Soul (voice)
Shigeru Chiba: Shopkeeper (voice)
Gido Tsujioka: Newscaster (voice)
Risa Ozaki: Airport announcement (voice)
Ryo Ito: Jewelry store owner (voice)
Akiyoshi Ohno: Announcer (voice)
Takaaki Torashima: (voice)
Yuuki Urushiyama: (voice)
Kohsuke Tanabe: (voice)
Yurika Kubo: (voice)
Genta Nakamura: (voice)
Miyari Nemoto: (voice)
"
68,69,The French Dispatch,"$46,185,913","$16,124,375",34.9%,"$30,061,538",65.1%,tt8847712,542178.0,"Bill Murray: Arthur Howitzer, Jr.
Benicio del Toro: Moses Rosenthaler
Adrien Brody: Julian Cadazio
Tilda Swinton: J. K. L. Berensen
Léa Seydoux: Simone
Frances McDormand: Lucinda Krementz
Timothée Chalamet: Zeffirelli B.
Lyna Khoudri: Juliette
Jeffrey Wright: Roebuck Wright
Mathieu Amalric: Le Commissaire
Steve Park: Nescaffier
Owen Wilson: Herbsaint Sazerac
Henry Winkler: Uncle Joe
Bob Balaban: Uncle Nick
Lois Smith: Upshur 'Maw' Clampette
Tony Revolori: Young Rosenthaler
Denis Ménochet: Prison Guard
Liev Schreiber: T.V. Host
Elisabeth Moss: Alumna
Edward Norton: The Chauffeur
Willem Dafoe: Albert 'The Abacus'
Saoirse Ronan: Principal Showgirl
Christoph Waltz: Paul Duval
Cécile de France: Mrs. B
Guillaume Gallienne: Mr. B
Jason Schwartzman: Hermès Jones
Rupert Friend: Drill-Sergeant
Hippolyte Girardot: Chou-fleur
Anjelica Huston: The Narrator (voice)
Larry Pine: Chief Magistrate
Alex Lawther: Morisot
Benjamin Lavernhe: Toothpowder Spokesman
Félix Moati: Head Caterer
Wallace Wolodarsky: Cheery Writer
Fisher Stevens: Story Editor
Griffin Dunne: Legal Advisor
Stéphane Bak: Communications Specialist
Anjelica Bette Fellini: Proof Reader
Lily Taïeb: Smart Girl
Mohamed Belhadjine: Mitch-Mitch
Toheeb Jimoh: Cadet 1
Nicolas Avinée: Vittel
Winsen Ait Hellal: Gigi
Tom Hudson: Mitch-Mitch (On Stage)
Jarvis Cocker: Tip-Top
Bruno Delbonnel: Tip-Top
Grégoire Leprince-Ringuet: TV Reporter
Damien Bonnard: Police Detective
"
69,70,Love Will Tear Us Apart,"$45,060,290",-,-,"$45,060,290",100%,tt14546082,830938.0,"Qu Chuxiao: Lu Qinyang
Zhang Jingyi: Ling Yiyao
Sun Ning: Da Qiao
Du Jiayi: Boss Xu
Li Jiahao: Luo Tingyu
Zhang Yao: jiang qianqian
"
70,71,In the Heights,"$43,975,167","$29,975,167",68.2%,"$14,000,000",31.8%,tt1321510,467909.0,"Anthony Ramos: Usnavi
Corey Hawkins: Benny
Leslie Grace: Nina Rosario
Melissa Barrera: Vanessa
Olga Merediz: Abuela Claudia
Daphne Rubin-Vega: Daniela
Gregory Diaz IV: Sonny
Marc Anthony: Gapo
Jimmy Smits: Kevin Rosario
Stephanie Beatriz: Carla
Dascha Polanco: Cuca
Noah Catala: Graffiti Pete
Lin-Manuel Miranda: Piragüero
Mateo Gómez: Alejandro
Patrick Page: Pike
Olivia Perez: Iris
Analia Gomez: Rosa
Dean Scott Vazquez: Sedo
Mason Vazquez: Miggy
Delila Ramos: Cranky Vieja
Valentina: Self
Christopher Jackson: Mr. Softee Truck Driver
Susan Pourfar: Hannah Hathaway
María Hinojosa: Protest Leader
Ryan Woodle: Mover
Doreen Montalvo: Neighbor Lady
Ilia Jessica Castro: Jessica from the Salon
Yesy Garcia: Woman in Lobby
Jonathan Arana: Salon Customer
Jennifer Hernandez: Bad-Ass Girl
Amp Ngernrungruangroj: Hipster
Bairam Rizai: Young Professional Couple
Lavinia Jones Wright: Young Professional Couple
Alexandra Campos: Cab Service Dispatcher
Rhapsody James: Salon Customer 1
Ariana S. Gomez: Young Nina
Ariana Greenblatt: Young Nina
Hugh M Jones III: Man Washing Car
Luis Miranda: Man in Street (uncredited)
Javier Muñoz: Man in Street (uncredited)
The Kid Mero: DJ (voice) (uncredited)
Seth Stewart: Bartender (uncredited)
Luis A. Miranda Jr.: 
"
71,72,Spirit Untamed,"$42,717,215","$17,716,215",41.5%,"$25,001,000",58.5%,tt11084896,637693.0,"Isabela Merced: Lucky Prescott (voice)
Jake Gyllenhaal: Jim Prescott (voice)
Julianne Moore: Aunt Cora (voice)
Marsai Martin: Prudence Granger (voice)
Mckenna Grace: Abigail Stone (voice)
Walton Goggins: Hendricks (voice)
Gary A. Hecker: Horse Vocals (voice)
Eiza González: Milagro Navarro Prescott (voice)
Andre Braugher: Al Granger (voice)
Lucian Perez: Snips Stone (voice)
Joe Hart: James Prescott Sr. (voice)
Alejandra Blengio: Valentina (voice)
Bridget Hoffman: Baby Lucky Prescott (voice)
Jerry Clarke: Wrangler / Llama Cowboy (voice)
Gino Montesinos: Wrangler / Rodeo Cowboy (voice)
Gary Anthony Williams: Wrangler (voice)
Renie Rivas: Lady with Dog (voice)
Lew Temple: Conductor (voice)
Eric Tiede: Townsfolk
"
72,73,Spiral,"$40,618,920","$23,216,862",57.2%,"$17,402,058",42.8%,tt10342730,602734.0,"Chris Rock: Ezekiel 'Zeke' Banks
Samuel L. Jackson: Marcus Banks
Max Minghella: William Schenk
Marisol Nichols: Captain Angie Garza
Morgan David Jones: Officer Barrett
Frank Licari: Charlie Schenk
John Tokatlidis: Burns
Zoie Palmer: Kara Boswick
Dan Petronijevic: Det. Marv Boswick
Nazneen Contractor: Coroner Chada
Edie Inksetter: Det. Kraus
K. C. Collins: Det. Drury
Josh Stolberg: Police Officer
Brian Cook: Reporter
Leila Leigh: Police Officer
Christopher Tai: Officer Johnson
Chris Ramsay: Crack Punk
Andrew Perun: Paramedic
Luke Gallo: Drug Dealer
Isys Alexis: Woman
Leonidas Castrounis: Young Boy
Genelle Williams: Lisa Banks
Ali Johnson: Jeannie Lewis
Heidi Matijevic: Hooker (uncredited)
Elena Khan: Homeless 1 (uncredited)
Brandon Zakkai: Gruff Neighbor
"
73,74,Snake Eyes,"$40,064,325","$28,264,325",70.5%,"$11,800,000",29.5%,tt0120832,8688.0,"Nicolas Cage: Rick Santoro
Gary Sinise: Commander Kevin Dunne
John Heard: Gilbert Powell
Carla Gugino: Julia Costello
Stan Shaw: Lincoln Tyler
Kevin Dunn: Lou Logan
Michael Rispoli: Jimmy George
Joel Fabiani: Charles Kirkland
Luis Guzmán: Cyrus
David Anthony Higgins: Ned Campbell
Mike Starr: Walt McGahn
Tamara Tunie: Anthea
Chip Zien: Mickey Alter
Michaella Bassey: Tyler's Party Girl #2
Paul Joseph Bernardo: Casino Security #1
Jernard Burks: Tyler's Bodyguard
Mark Camacho: C.J.
Desmond Campbell: Arena Security
Jean-Paul Chartrand: Ring Announcer
Chip Chuipka: Zeitz (Drunk)
Deano Clavet: Arena Security
Tara Ann Culp: Lady at Elevator
Kelly Deadmon: Blonde Reporter
Frédérick de Grandpré: College Boy #1
Sébastien Delorme: College Boy #4
Adam C. Flores: José Pacifico Ruiz
George Fourniotis: Blue Shirt #3
Kenneth Glegg: Referee
Alain Goulem: PPV Director
Dean Hagopian: Latecomer
Jayne Heitmeyer: Serena
Eric Hoziel: Rabat (Assassin)
Byron Johnson: College Boy #2
Guy Kelada: Blue Shirt
Sylvain Landry: Remote Producer
Cary Lawrence: Powell's Aide
Robert Norman: FBI Agent
Richard Lemire: Agent #2
Christopher B. MacCabe: Couple #2
Sylvain Massé: Cop #1
Patrick McDade: Lawyer
William J. McKeon III: Anthea's Cameraman
Peter McRobbie: Pritzker
Christian Napoli: Michael Santoro
Lance E. Nichols: Cop #3
Jason Nuzzo: Coin Cup Grabber
Patrick Parent: Detective
Peter Patrikios: Coin Cup Decoy
Jacynthe René: Couple #1
Stephen Spreekmeester: College Boy #3
Eva Tep: Tyler's Party Girl #1
John Thaddeus: Cop #2
James Whelan: Mayor
Brian Anthony Wilson: Casino Security #2
Richard Zeman: Agent #1
"
74,75,Tokyo Revengers,"$39,687,069",-,-,"$39,687,069",100%,tt13196080,,
75,76,Nomadland,"$39,458,207","$3,700,000",9.4%,"$35,758,207",90.6%,tt9770150,581734.0,"Frances McDormand: Fern
David Strathairn: Dave
Linda May: Linda
Swankie: Swankie
Gay DeForest: Gay
Patricia Grier: Patty
Angela Reyes: Angela
Carl R. Hughes: Carl
Douglas G. Soul: Doug
Ryan Aquino: Ryan
Teresa Buchanan: Teresa
Karie Lynn McDermott Wilder: Karie
Brandy Wilber: Brandy
Makenzie Etcheverry: Makenzie
Bob Wells: Bob
Annette Webb: Annette
Rachel Bannon: Rachel
Bryce Bedsworth: Bryce
Sherita Deni Coker: Deni
Merle Redwing: Merle
Forrest Bault: Forrest
Suanne Carlson: Suanne
Donnie Miller: Donnie
Roxanne Bay: Roxy
Matt Sfaelos: Noodle
Ronald O. Zimmerman: Ron
Derek Endres: Derek
Paige Dean: Paige
Paul Winer: Paul
Derrick Janis: Victor
Greg Barber: Greg
Carol Anne Hodge: Carol
Matthew Stinson: Nurse Matt
Terry Phillip: Terry
Bradford Lee Riza: Brad
Tay Strathairn: James
Cat Clifford: Cat
James R. Taylor, Jr.: James
Jeremy Greenman: Jeremy
Ken Greenman: Ken
Melissa Smith: Dolly
Warren Keith: George
Jeff Andrews: Jeff
Paul Cunningham: Paul
Emily Foley: Emily
Mike Sells: Mike
Peter Spears: Peter
Cheryl Davis: Cheri
"
76,77,Resident Evil: Welcome to Raccoon City,"$38,600,612","$17,000,612",44%,"$21,600,000",56%,tt6920084,460458.0,"Kaya Scodelario: Claire Redfield
Robbie Amell: Chris Redfield
Hannah John-Kamen: Jill Valentine
Tom Hopper: Albert Wesker
Avan Jogia: Leon S. Kennedy
Donal Logue: Brian Irons
Neal McDonough: William Birkin
Chad Rook: Richard Aiken
Marina Mazepa: Lisa Trevor
Holly de Barros: Sherry Birkin
Janet Porter: Annette Birkin
Lily Gao: Ada Wong
Nathan Dales: Brad Vickers
Kalie Hunter: Chernobyl Zombie #1
Josh Cruddas: Ben Bertolucci
Pat Thornton: Truck Driver
Sammy Azero: Enrico Marini
Dylan Taylor: Kevin Dooley
Lauren Bill: Emma Kendo
Jenny Young: Louise
Matthew MacCallum: Turning Around Zombie
Carson Manning: Orderly
Pamela MacDonald: Nurse
Stephannie Hawkins: Sickly Mom
Nathaniel McParland: Sickly Boy
Aleks Alifirenko Jr.: Zombie
Kelly Reich: Woman In Crowd
Darren W. Marynuk: Self
Amy Szoke: Corridor Zombie #1
Avaah Blackwell: Dooley's Zombie
"
77,78,The Yinyang Master,"$37,690,000",-,-,"$37,690,000",100%,tt12151820,758902.0,"Chen Kun: Qin Ming
Zhou Xun: Bai Ni
William Chan Wai-Ting: Ci Mu
Qu Chuxiao: Yuan Bo Ya
Wang Likun: Peach blossom fairy
Shen Yue: Shen Le
Wang Zixuan: Snow girl
Wu Xinzun: Black Crow B
Liu Wenhuan: Guard Commander
Wang Xiang: Fat Guard
"
78,79,Belfast,"$37,646,790","$8,764,790",23.3%,"$28,882,000",76.7%,tt12789558,777270.0,"Jude Hill: Buddy
Caitriona Balfe: Ma
Judi Dench: Granny
Jamie Dornan: Pa
Ciarán Hinds: Pop
Lara McDonnell: Moira
Gerard Horan: Uncle Jack
Turlough Convery: Minister
Gerard McCarthy: Bobby Frank
Bríd Brennan: Mrs Beggs
Sid Sagar: Mr Singh
Colin Morgan: Billy Clanton
Olive Tennant: Catherine
Vanessa Ifediora: Miss Lewis
Mark Hadfield: George Malpass as Scrooge
John Sessions: Joseph Tomelty as Marley
Mairéad Tyers: 
Drew Dillon: 
Leonard Buckley: 
Kit Rakusen: 
Freya Yates: 
Nessa Eriksson: 
Charlie Barnard: 
Frankie Hastings: 
Caolan McCarthy: 
Ian Dunnett Jnr: 
Oliver Savell: 
Orla McDonagh: 
Ross O'Donnellan: 
Rachel Feeney: 
Olivia Flanagan: 
Estelle Cousins: 
Scott Gutteridge: 
Joyce Branagh: 
Bill Branagh: 
"
79,80,Nightmare Alley,"$37,424,932","$11,224,352",30%,"$26,200,580",70%,tt7740496,597208.0,"Bradley Cooper: Stanton ""Stan"" Carlisle
Cate Blanchett: Lilith Ritter
Rooney Mara: Mary Margaret ""Molly"" Cahill
Willem Dafoe: Clement ""Clem"" Hoatley
Toni Collette: Zeena Krumbein
Richard Jenkins: Ezra Grindle
David Strathairn: Pete
Ron Perlman: Bruno
Holt McCallany: Anderson
Tim Blake Nelson: Carny Boss
Mary Steenburgen: Mrs. Kimball
Mark Povinelli: The Major
Jim Beaver: Sheriff Jedediah Judd
Clifton Collins Jr.: Funhouse Jack
Paul Anderson: Geek #1
Lara Jean Chorostecki: Louise Hoatley
Drew Nelson: Humphries
David Hewlett: Dr. Elrood
Troy James: The Snake Man
Samantha Rodes: Zizi the Pinhead
Peter MacNeill: Judge Kimball
Sarah Mennell: Abigail
Mike Hill: Dogboy Jojo
Caleb Ellsworth-Clark: Drunk #1
Dian Bachar: Fee Fee the Birdgirl
Matthew MacCallum: Human Skeleton
Linden Porco: Brofo the Small
Jesse Buck: Geek #2
Stephen McHattie: Hobo #1
Bill MacDonald: Stanton’s Dad
Natalie Brown: Lilith’s Receptionist
Romina Power: (uncredited)
"
80,81,King Richard,"$37,206,424","$15,006,424",40.3%,"$22,200,000",59.7%,tt9620288,614917.0,"Will Smith: Richard Williams
Saniyya Sidney: Venus Williams
Aunjanue Ellis: Oracene ""Brandy"" Price
Demi Singleton: Serena Williams
Jon Bernthal: Rick Macci
Tony Goldwyn: Paul Cohen
Susie Abromeit: Robin Finn
Dylan McDermott: Will Hodges
Judith Chapman: Nancy Reagan
Katrina Begin: Anne Worchester
Erin Cummings: Social Worker
Andy Bean: Laird Stabler
Kevin Dunn: Vic Braden
Craig Tate: Bells
Calvin Clausell Jr.: Braze
Mikayla LaShae Bartholomew: Tunde Price
Daniele Lawson: Isha Price
Layla Crawford: Lyndrea Price
Erika Ringor: Ms. Strickland
Noah Bean: PV CC Tennis Pro
Josiah Cross: TD
Vaughn W. Hebron: Monsta
Jimmy Walker Jr.: Old Patron
Brad Greenquist: Bud Collins
Johnno Wilson: Incredulous Pro
Robert Nuscher: Baffled Pro
Christopher Wallinger: John McEnroe
Chase Del Rey: Pete Sampras
Connie Ventress: Tournament Director
Vivienne Bersin: Stacey
Andy Hoff: Stacey's Dad - Trevor
Carrie Gibson: Line Judge
Doug Simpson: Girl #3 Father
Brandon Morales: Deputy #1
Wil J. Jackson: Deputy #2
Erica Shaffer: Tournament Official
Matt Kirkwood: Tennis Father #2
Chet Grissom: Matthew Titone
Alden Sherrill: Another Girl
Eman Esfandi: Barry
Jessica Wacnik: Jennifer Capriati
Jonathan Bray: ESPN Reporter
Robert Walker Jeffery: Reporter (Florida)
Rich Sommer: Patrick Dougherty
Kaitlyn Christian: Shaun Stafford
Geoff Nathanson: Tennis Announcer
Marcela Zacarias: Arantxa Sanchez Vicario
Jake Jensen: Pro Shop Attendant
Chris Pentzell: Another Incredulous Pro
Sophia Sanders: Girl #2
Mia Jovic: Girl #3
Iva Jovic: Girl #5
Michael Andrew Baker: Girl #6 Father
Tom Holmes: Girl #6 Father
Kamea Medora: Girl #8
Tom Degnan: Girl #8 Father
Virginia Schneider: Woman In Crowd
Jeff Cohn: Chair Ump - Pro Match
Adam Cropper: Neighbor
Danya LaBelle: Tournament Official - Oakland Coliseum
Rod Sweitzer: Pro Match Newspaper Reporter
George Ketsios: Pro Match Tournament Staff
Valerie Davidson: Tennis Official
Christian Yeung: Pro Match Line Judge
Teri Cohn: Pro Match Net Judge
Hannah Barefoot: Mother
Mel Fair: Male TV Announcer
Holly Haggerty: Net Cord Linesman
Mary Pascoe: Rivera Country Club Waitress
Albert Ton: Chair Ump - Stafford Match
Ebboney Wilson: Shouting Spectator
Hailey Winslow: Female TV Announcer
Chris Wolfe: Pro Match TV Reporter
Gunner Wright: AP3
Tory N. Thompson: Venus Fan
Sean Berube: Tennis Coach
Sean Fabian Billings: Tennis Vendor
Sophia Bui: Country Club Poolside Gal
Kika Cicmanec: Elite Tennis Player
John Dinan: Tennis Pro
Diana Dray: Spectator
Mathew Trent Hunnicutt: Referee
Jeni Jones: Line Judge
Trent Longo: Tennis Player
Johnny Mansbach: Tennis VIP
Katie McCabe: Country Club Woman
Aryn Nelson: Parent
Tristan Nokes: Audience Member
Dan Sachoff: Florida TV Reporter
Gabi Stewart: Tennis Pro
"
